int,string,string,string,int,int
001096,咒,j,s-hz-h-s-hz-h-p-hzwg,3,056
001097,咋,j,s-hz-h-p-h-s-h-h,2,056
001098,咐,s,s-hz-h-p-s-h-sg-d,2,056
001099,呼,s,s-hz-h-p-d-p-h-sg,2,056
001100,鸣,s,s-hz-h-p-hzg-d-szzg-h,2,056
001101,咏,t,s-hz-h-d-hzg-hp-p-n,2,056
001102,呢,m,s-hz-h-hz-h-p-p-swg,2,056
001103,咄,h,s-hz-h-sz-s-s-sz-s,2,056
001104,咖,m,s-hz-h-hzg-p-s-hz-h,4,056
001105,岸,s,s-sz-s-h-p-h-h-s,3,062
001106,岩,t,s-sz-s-h-p-s-hz-h,3,062
001107,帖,h,s-hzg-s-s-h-s-hz-h,2,055
001108,罗,h,s-hz-s-s-h-p-hp-d,3,154
001109,帜,j,s-hzg-s-s-hz-h-p-d,2,055
001110,帕,t,s-hzg-s-p-s-hz-h-h,2,055
001111,岭,t,s-sz-s-p-n-d-hp-d,2,062
001112,凯,m,s-sz-s-hz-h-st-p-hzwg,2,022
001113,败,s,s-hz-p-d-p-h-p-n,2,082
001114,账,h,s-hz-p-d-p-h-st-n,2,082
001115,贩,s,s-hz-p-d-p-p-hp-n,2,082
001116,贬,s,s-hz-p-d-p-d-hp-n,2,082
001117,购,m,s-hz-p-d-p-hzg-pz-d,2,082
001118,贮,j,s-hz-p-d-d-d-hp-h,2,082
001119,图,h,s-hz-p-hp-n-d-d-h,12,072
001120,钓,j,p-h-h-h-st-p-hzg-d,2,140
001121,制,h,p-h-h-s-hzg-s-s-sg,2,016
001122,知,h,p-h-h-p-d-s-hz-h,2,152
001123,迭,m,p-h-h-p-d-d-hzzp-n,8,043
001124,氛,s,p-h-h-hzwg-p-n-hzg-p,6,110
001125,垂,j,p-h-s-h-s-s-h-h,1,071
001126,牧,s,p-h-s-t-p-h-p-n,2,104
001127,物,s,p-h-s-t-p-hzg-p-p,2,104
001128,乖,m,p-h-s-s-h-t-p-swg,1,003
001129,刮,j,p-h-s-s-hz-h-s-sg,2,016
001130,秆,m,p-h-s-p-d-h-h-s,2,139
001131,和,s,p-h-s-p-d-s-hz-h,2,056
001132,季,m,p-h-s-p-n-hp-sg-h,3,081
001133,委,t,p-h-s-p-n-pd-p-h,3,060
001134,秉,s,p-h-hz-h-h-s-p-n,1,139
001135,佳,m,p-s-h-s-h-h-s-h,2,029
001136,侍,h,p-s-h-s-h-h-sg-d,2,029
001137,岳,m,p-s-h-s-h-s-sz-s,3,062
001138,供,m,p-s-h-s-s-h-p-d,2,029
001139,使,j,p-s-h-s-hz-h-p-n,2,029
001140,例,h,p-s-h-p-hp-d-s-sg,4,029
001141,侠,m,p-s-h-d-p-h-p-n,2,029
001142,侥,m,p-s-h-xg-p-h-p-swg,2,029
001143,版,s,p-s-h-hz-p-p-hp-n,2,107
001144,侄,j,p-s-h-pz-d-h-s-h,2,029
001145,侦,h,p-s-s-h-s-hz-p-d,2,029
001146,侣,h,p-s-s-hz-h-s-hz-h,2,029
001147,侧,j,p-s-s-hz-p-d-s-sg,4,029
001148,凭,j,p-s-p-h-s-h-p-hzwg,3,022
001149,侨,m,p-s-p-h-p-n-p-s,2,029
001150,佩,s,p-s-p-hzwg-h-s-hzg-s,2,029
001151,货,s,p-s-p-swg-s-hz-p-d,3,082
001152,侈,h,p-s-p-hp-d-p-hp-d,2,029
001153,依,t,p-s-d-h-p-st-p-n,2,029
001154,卑,s,p-s-hz-h-h-p-h-s,3,031
001155,的,h,p-s-hz-h-h-p-hzg-d,2,134
001156,迫,s,p-s-hz-h-h-d-hzzp-n,8,043
001157,质,h,p-p-h-s-s-hz-p-d,7,082
001158,欣,m,p-p-h-s-p-hp-p-n,2,111
001159,征,h,p-p-s-h-s-h-s-h,2,040
001160,往,t,p-p-s-d-h-h-s-h,2,040
001161,爬,t,p-p-s-n-hz-s-h-swg,8,133
001162,彼,s,p-p-s-hp-p-s-hp-n,2,040
001163,径,m,p-p-s-hp-d-h-s-h,2,040
001164,所,j,p-p-hz-h-p-p-h-s,2,095
001165,舍,j,p-n-h-h-s-s-hz-h,3,177
001166,金,j,p-n-h-h-s-d-p-h,3,223
001167,刹,j,p-d-h-sg-p-d-s-sg,2,016
001168,命,s,p-n-h-s-hz-h-hzg-s,5,056
001169,肴,t,p-d-h-p-s-hzg-h-h,3,129
001170,斧,m,p-d-p-n-p-p-h-s,3,092
001171,爸,s,p-d-p-n-hz-s-h-swg,3,092
001172,采,h,p-d-d-p-h-s-p-n,3,194
001173,觅,s,p-d-d-p-s-hz-p-swg,3,098
001174,受,j,p-d-d-p-d-hp-hp-n,3,037
001175,乳,h,p-d-d-p-hp-sg-t-swg,2,007
001176,贪,h,p-n-d-hp-s-hz-p-d,3,082
001177,念,h,p-n-d-hp-d-xg-d-d,3,125
001178,贫,s,p-n-hzg-p-s-hz-p-d,3,082
001179,忿,s,p-n-hzg-p-d-xg-d-d,3,125
001180,肤,s,p-hzg-h-h-h-h-p-n,2,129
001181,肺,s,p-hzg-h-h-h-s-hzg-s,2,129
001182,肢,h,p-hzg-h-h-h-s-hp-n,2,129
001183,肿,h,p-hzg-h-h-s-hz-h-s,2,129
001184,胀,h,p-hzg-h-h-p-h-st-n,2,129
001185,朋,s,p-hzg-h-h-p-hzg-h-h,2,129
001186,股,m,p-hzg-h-h-p-hzw-hp-n,2,129
001187,肮,t,p-hzg-h-h-d-h-p-hzwg,2,129
001188,肪,s,p-hzg-h-h-d-h-hzg-p,2,129
001189,肥,s,p-hzg-h-h-hz-s-h-swg,2,129
001190,服,s,p-hzg-h-h-hzg-s-hp-n,2,129
001191,胁,s,p-hzg-h-h-hzg-p-d-d,2,129
001192,周,j,p-hzg-h-s-h-s-hz-h,9,056
001193,昏,m,p-st-h-xg-s-hz-h-h,3,113
001194,鱼,s,p-hp-s-hz-h-s-h-h,3,229
001195,兔,j,p-hp-s-hz-h-p-swg-d,3,015
001196,狐,s,p-wg-p-p-p-st-d-n,2,061
001197,忽,m,p-hzg-p-p-d-xg-d-d,3,125
001198,狗,m,p-wg-p-p-hzg-s-hz-h,2,061
001199,狞,j,p-wg-p-d-d-hp-h-sg,2,061
001200,备,s,p-hp-n-s-hz-h-s-h,3,080
001201,饰,j,p-hp-st-p-h-s-hzg-s,2,065
001202,饱,s,p-hp-st-p-hzg-hz-h-swg,2,065
001203,饲,s,p-hp-st-hzg-h-s-hz-h,2,065
001204,变,s,d-h-s-s-p-d-hp-n,3,037
001205,京,m,d-h-s-hz-h-sg-p-d,5,033
001206,享,s,d-h-s-hz-h-hp-sg-h,5,033
001207,庞,h,d-h-p-h-p-swg-p-d,7,051
001208,店,h,d-h-p-s-h-s-hz-h,7,051
001209,夜,t,d-h-p-s-p-hp-d-n,3,074
001210,庙,s,d-h-p-s-hz-h-s-h,7,051
001211,府,s,d-h-p-p-s-h-sg-d,7,051
001212,底,h,d-h-p-p-st-h-xg-d,7,051
001213,疟,h,d-h-p-d-t-h-sz-h,7,147
001214,疙,m,d-h-p-d-t-p-h-hzwg,7,147
001215,疚,m,d-h-p-d-t-p-hp-n,7,147
001216,剂,m,d-h-p-d-p-s-s-sg,2,016
001217,卒,j,d-h-p-d-p-d-h-s,5,031
001218,郊,m,d-h-p-d-p-d-hpwg-s,2,020
001219,庚,j,d-h-p-hz-h-h-p-n,7,051
001220,废,t,d-h-p-pz-p-hp-n-d,7,051
001221,净,j,d-t-p-hp-hz-h-h-sg,2,012
001222,盲,s,d-h-sz-s-hz-h-h-h,3,146
001223,放,s,d-h-hzg-p-p-h-p-n,2,109
001224,刻,j,d-h-pz-p-p-d-s-sg,2,016
001225,育,t,d-h-pz-d-s-hzg-h-h,3,129
001226,氓,s,d-h-sz-hz-h-st-h-xg,2,033
001227,闸,j,d-s-hzg-s-hz-h-h-s,9,058
001228,闹,h,d-s-hzg-d-h-s-hzg-s,9,058
001229,郑,h,d-p-h-h-p-d-hpwg-s,2,020
001230,券,m,d-p-h-h-p-n-hzg-p,3,015
001231,卷,m,d-p-h-h-p-n-hzg-swg,3,089
001232,单,h,d-p-s-hz-h-h-h-s,3,031
001233,炬,s,d-p-p-d-h-hz-h-sz,2,096
001234,炒,h,d-p-p-d-s-p-d-p,2,096
001235,炊,h,d-p-p-d-p-hp-p-n,2,096
001236,炕,h,d-p-p-d-d-h-p-hzwg,2,096
001237,炎,h,d-p-p-d-d-p-p-n,3,096
001238,炉,h,d-p-p-d-d-hz-h-p,2,096
001239,沫,s,d-d-t-h-h-s-p-n,2,068
001240,浅,s,d-d-t-h-h-xg-p-d,2,068
001241,法,s,d-d-t-h-s-h-pz-d,2,068
001242,泄,s,d-d-t-h-s-s-h-sz,2,068
001243,沽,s,d-d-t-h-s-s-hz-h,2,068
001244,河,s,d-d-t-h-s-hz-h-sg,2,068
001245,沾,s,d-d-t-s-h-s-hz-h,2,068
001246,泪,s,d-d-t-s-hz-h-h-h,2,068
001247,沮,s,d-d-t-s-hz-h-h-h,2,068
001248,油,s,d-d-t-s-hz-h-s-h,2,068
001249,泊,s,d-d-t-p-s-hz-h-h,2,068
001250,沿,s,d-d-t-p-hzw-s-hz-h,2,068
001251,泡,s,d-d-t-p-hzg-hz-h-swg,2,068
001252,注,s,d-d-t-d-h-h-s-h,2,068
001253,泣,s,d-d-t-d-h-d-p-h,2,068
001254,泞,s,d-d-t-d-d-hp-h-sg,2,068
001255,泻,s,d-d-t-d-hp-h-szzg-h,2,068
001256,泌,s,d-d-t-d-xg-d-p-d,2,068
001257,泳,s,d-d-t-d-hzg-hp-p-n,2,068
001258,泥,s,d-d-t-hz-h-p-p-swg,2,068
001259,沸,s,d-d-t-hz-h-szzg-p-s,2,068
001260,沼,s,d-d-t-hzg-p-s-hz-h,2,068
001261,波,s,d-d-t-hp-p-s-hp-n,2,068
001262,泼,s,d-d-t-pz-p-hp-n-d,2,068
001263,泽,s,d-d-t-hp-n-h-h-s,2,068
001264,治,s,d-d-t-pz-d-s-hz-h,2,068
001265,怔,j,d-d-s-h-s-h-s-h,2,076
001266,怯,j,d-d-s-h-s-h-pz-d,2,076
001267,怖,s,d-d-s-h-p-s-hzg-s,2,076
001268,性,j,d-d-s-p-h-h-s-h,2,076
001269,怕,t,d-d-s-p-s-hz-h-h,2,076
001270,怜,h,d-d-s-p-n-d-hp-d,2,076
001271,怪,j,d-d-s-hp-n-h-s-h,2,076
001272,怡,t,d-d-s-pz-d-s-hz-h,2,076
001273,学,s,d-d-p-d-hp-hp-sg-h,3,081
001274,宝,h,d-d-hp-h-h-s-h-d,3,059
001275,宗,j,d-d-hp-h-h-sg-p-d,3,059
001276,定,h,d-d-hp-h-s-h-p-n,3,059
001277,宠,j,d-d-hp-h-p-swg-p-d,3,059
001278,宜,m,d-d-hp-s-hz-h-h-h,3,059
001279,审,j,d-d-hp-s-hz-h-h-s,3,059
001280,宙,j,d-d-hp-s-hz-h-s-h,3,059
001281,官,m,d-d-hp-s-hz-h-hz-h,3,059
001282,空,m,d-d-hp-p-d-h-s-h,3,157
001283,帘,h,d-d-hp-p-d-s-hzg-s,3,055
001284,宛,t,d-d-hp-p-hp-d-hzg-swg,3,059
001285,实,j,d-d-hp-d-d-h-p-d,3,059
001286,试,j,d-hzt-h-h-s-t-xg-d,2,035
001287,郎,h,d-hz-h-h-st-d-hpwg-s,2,020
001288,诗,j,d-hzt-h-s-h-h-sg-d,2,035
001289,肩,m,d-hz-h-p-s-hzg-h-h,7,129
001290,房,s,d-hz-h-p-d-h-hzg-p,7,095
001291,诚,j,d-hzt-h-p-hzg-xg-p-d,2,035
001292,衬,j,d-hp-s-p-d-h-sg-d,2,158
001293,衫,j,d-hp-s-p-d-p-p-p,2,158
001294,视,j,d-hp-s-d-s-hz-p-swg,2,098
001295,祈,m,d-hp-s-d-p-p-h-s,2,115
001296,话,t,d-hzt-p-h-s-s-hz-h,2,035
001297,诞,t,d-hzt-p-s-h-sz-hzzp-n,2,035
001298,诡,m,d-hzt-p-hp-h-p-hzg-swg,2,035
001299,询,j,d-hzt-p-hzg-s-hz-h-h,2,035
001300,该,m,d-hzt-d-h-pz-p-p-d,2,035
001301,详,j,d-hzt-d-p-h-h-h-s,2,035
001302,建,m,hz-h-h-h-h-s-hzzp-n,8,036
001303,肃,j,hz-h-h-s-p-s-p-d,3,103
001304,录,h,hz-h-h-sg-d-t-p-n,3,053
001305,隶,h,hz-h-h-sg-d-t-p-n,1,225
001306,帚,j,hz-h-h-d-hp-s-hzg-s,5,055
001307,屉,h,hz-h-p-h-s-s-h-sz,7,064
001308,居,m,hz-h-p-h-s-s-hz-h,7,064
001309,届,m,hz-h-p-s-hz-h-s-h,7,064
001310,刷,j,hz-h-p-s-hzg-s-s-sg,2,016
001311,屈,m,hz-h-p-sz-s-s-sz-s,7,064
001312,弧,s,hz-h-szzg-p-p-st-d-n,2,049
001313,弥,s,hz-h-szzg-p-hp-sg-p-d,2,049
001314,弦,s,hz-h-szzg-d-h-pz-pz-d,2,049
001315,承,j,hp-sg-h-h-h-hp-p-n,1,006
001316,孟,s,hp-sg-h-s-hz-s-s-h,3,081
001317,陋,h,hpwg-s-h-s-hzg-p-d-sz,2,020
001318,陌,s,hpwg-s-h-p-s-hz-h-h,2,020
001319,孤,m,hp-sg-t-p-p-st-d-n,2,081
001320,陕,j,hpwg-s-h-d-p-h-p-n,2,020
001321,降,m,hpwg-s-p-hp-n-h-pz-s,2,020
001322,函,s,hp-sg-d-t-p-d-sz-s,10,027
001323,限,j,hpwg-s-hz-h-h-st-p-n,2,020
001324,妹,s,pd-p-h-h-h-s-p-n,2,060
001325,姑,m,pd-p-h-h-s-s-hz-h,2,060
001326,姐,h,pd-p-h-s-hz-h-h-h,2,060
001327,姓,j,pd-p-h-p-h-h-s-h,2,060
001328,妮,h,pd-p-h-hz-h-p-p-swg,2,060
001329,始,j,pd-p-h-pz-d-s-hz-h,2,060
001330,姆,s,pd-p-h-sz-hzg-d-h-d,2,060
001331,迢,h,hzg-p-s-hz-h-d-hzzp-n,8,043
001332,驾,m,hzg-p-s-hz-h-hz-szzg-h,3,057
001333,叁,j,pz-d-h-p-n-h-h-h,3,032
001334,参,j,pz-d-h-p-n-p-p-p,3,032
001335,艰,m,hp-d-hz-h-h-st-p-n,2,170
001336,线,j,pz-pz-t-h-h-xg-p-d,2,069
001337,练,h,pz-pz-t-h-pz-hzg-p-d,2,069
001338,组,j,pz-pz-t-s-hz-h-h-h,2,069
001339,绅,j,pz-pz-t-s-hz-h-h-s,2,069
001340,细,j,pz-pz-t-s-hz-h-s-h,2,069
001341,驶,j,hz-szzg-t-s-hz-h-p-n,2,057
001342,织,j,pz-pz-t-s-hz-h-p-d,2,069
001343,驹,m,hz-szzg-t-p-hzg-s-hz-h,2,057
001344,终,j,pz-pz-t-p-hp-n-d-d,2,069
001345,驻,h,hz-szzg-t-d-h-h-s-h,2,057
001346,绊,s,pz-pz-t-d-p-h-h-s,2,069
001347,驼,h,hz-szzg-t-d-d-hp-p-swg,2,057
001348,绍,j,pz-pz-t-hzg-p-s-hz-h,2,069
001349,绎,h,pz-pz-t-hp-n-h-h-s,2,069
001350,经,m,pz-pz-t-hp-d-h-s-h,2,069
001351,贯,m,sz-hz-s-h-s-hz-p-d,3,082
001352,契,m,h-h-h-s-hzg-p-h-p-n,3,045
001353,贰,j,h-h-h-s-hz-p-d-xg-d,6,082
001354,奏,h,h-h-h-p-n-h-h-p-d,3,045
001355,春,j,h-h-h-p-n-s-hz-h-h,3,113
001356,帮,s,h-h-h-p-hpwg-s-s-hzg-s,3,055
001357,玷,h,h-h-s-t-s-h-s-hz-h,2,121
001358,珍,h,h-h-s-t-p-n-p-p-p,2,121
001359,玲,h,h-h-s-t-p-n-d-hp-d,2,121
001360,珊,j,h-h-s-t-p-hzg-p-hzg-h,2,121
001361,玻,s,h-h-s-t-hp-p-s-hp-n,2,121
001362,毒,j,h-h-s-h-sz-hzg-d-h-d,3,145
001363,型,t,h-h-p-s-s-sg-h-s-h,3,071
001364,拭,j,h-sg-t-h-h-s-t-xg-d,2,067
001365,挂,m,h-sg-t-h-s-h-h-s-h,2,067
001366,封,s,h-s-h-h-s-t-h-sg-d,2,044
001367,持,j,h-sg-t-h-s-h-h-sg-d,2,067
001368,拷,m,h-sg-t-h-s-h-p-h-szzg,2,067
001369,拱,m,h-sg-t-h-s-s-h-p-d,2,067
001370,项,s,h-s-t-h-p-s-hz-p-d,2,179
001371,垮,t,h-s-t-h-p-n-h-h-szzg,2,071
001372,挎,m,h-sg-t-h-p-n-h-h-szzg,2,067
001373,城,t,h-s-t-h-p-hzg-xg-p-d,2,071
001374,挟,s,h-sg-t-h-d-p-h-p-n,2,067
001375,挠,h,h-sg-t-h-xg-p-h-p-swg,2,067
001376,政,h,h-s-h-s-t-p-h-p-n,2,109
001377,赴,h,h-s-h-s-h-p-n-s-d,8,215
001378,赵,h,h-s-h-s-h-p-n-p-d,8,215
001379,挡,h,h-sg-t-s-d-p-hz-h-h,2,067
001380,拽,j,h-sg-t-s-hz-h-h-xg-p,2,067
001381,哉,j,h-s-h-s-hz-h-xg-p-d,6,056
001382,挺,h,h-sg-t-p-h-s-h-hzzp-n,2,067
001383,括,m,h-sg-t-p-h-s-s-hz-h,2,067
001384,垢,t,h-s-t-p-p-h-s-hz-h,2,071
001385,拴,j,h-sg-t-p-n-h-h-s-h,2,067
001386,拾,j,h-sg-t-p-n-h-s-hz-h,2,067
001387,挑,h,h-sg-t-p-d-t-swg-p-d,2,067
001388,垛,t,h-s-t-p-hzw-h-s-p-n,2,071
001389,指,j,h-sg-t-p-swg-s-hz-h-h,2,067
001390,垫,t,h-sg-t-p-hzwg-d-h-s-h,3,071
001391,挣,j,h-sg-t-p-hp-hz-h-h-sg,2,067
001392,挤,m,h-sg-t-d-h-p-n-p-s,2,067
001393,拼,s,h-sg-t-d-p-h-h-p-s,2,067
001394,挖,h,h-sg-t-d-d-hp-p-d-hzwg,2,067
001395,按,t,h-sg-t-d-d-hp-pd-p-h,2,067
001396,挥,s,h-sg-t-d-hp-h-pz-h-s,2,067
001397,挪,h,h-sg-t-hzg-h-h-p-hpwg-s,4,067
001398,拯,j,h-sg-t-hp-sg-hp-p-n-h,2,067
001399,某,s,h-s-s-h-h-h-s-p-n,3,102
001400,甚,j,h-s-s-h-h-h-p-d-sz,3,137
001401,荆,s,h-s-s-h-h-p-s-s-sg,2,016
001402,茸,m,h-s-s-h-s-s-h-h-h,3,038
001403,革,m,h-s-s-h-s-hz-h-h-s,1,232
001404,茬,m,h-s-s-h-p-s-h-s-h,3,038
001405,荐,m,h-s-s-h-p-s-hp-sg-h,3,038
001406,巷,s,h-s-s-h-p-n-hz-h-swg,3,070
001407,带,h,h-s-s-s-d-hp-s-hzg-s,5,055
001408,草,m,h-s-s-s-hz-h-h-h-s,3,038
001409,茧,m,h-s-s-s-hz-h-s-h-d,3,038
001410,茵,m,h-s-s-s-hz-h-p-d-h,3,038
001411,茶,m,h-s-s-p-n-h-sg-p-d,5,038
001412,荒,m,h-s-s-d-h-sz-p-s-swg,3,038
001413,茫,s,h-s-s-d-d-t-d-h-sz,3,038
001414,荡,s,h-s-s-d-d-t-hzzzg-p-p,2,038
001415,荣,m,h-s-s-d-hp-h-s-p-n,5,038
001416,荤,m,h-s-s-d-hp-h-pz-h-s,3,038
001417,荧,h,h-s-s-d-hp-d-p-p-n,5,038
001418,故,m,h-s-s-hz-h-p-h-p-n,2,109
001419,胡,t,h-s-s-hz-h-p-hzg-h-h,2,129
001420,荫,m,h-s-s-hpwg-s-p-hzg-h-h,3,038
001421,荔,m,h-s-s-hzg-p-hzg-p-hzg-p,3,038
001422,南,h,h-s-s-hzg-d-p-h-h-s,9,031
001423,药,m,h-s-s-pz-pz-t-p-hzg-d,3,038
001424,标,m,h-s-p-d-h-h-sg-p-d,2,102
001425,栈,m,h-s-p-d-h-h-xg-p-d,2,102
001426,柑,m,h-s-p-d-h-s-s-h-h,2,102
001427,枯,j,h-s-p-d-h-s-s-hz-h,2,102
001428,柄,m,h-s-p-d-h-s-hzg-p-d,2,102
001429,栋,m,h-s-p-d-h-pz-sg-p-d,2,102
001430,相,m,h-s-p-d-s-hz-h-h-h,2,146
001431,查,j,h-s-p-n-s-hz-h-h-h,3,102
001432,柏,m,h-s-p-d-p-s-hz-h-h,2,102
001433,栅,m,h-s-p-d-p-hzg-p-hzg-h,2,102
001434,柳,m,h-s-p-d-p-st-p-hzg-s,2,102
001435,柱,m,h-s-p-d-d-h-h-s-h,2,102
001436,柿,m,h-s-p-d-d-h-s-hzg-s,2,102
001437,栏,m,h-s-p-d-d-p-h-h-h,2,102
001438,柠,m,h-s-p-d-d-d-hp-h-sg,2,102
001439,树,m,h-s-p-d-hp-d-h-sg-d,4,102
001440,勃,s,h-s-d-hp-hp-sg-t-hzg-p,2,025
001441,要,t,h-s-hz-s-s-h-pd-p-h,3,178
001442,柬,h,h-s-hz-d-p-h-s-p-n,1,102
001443,咸,s,h-p-h-s-hz-h-xg-p-d,9,056
001444,威,t,h-p-h-pd-p-h-xg-p-d,9,060
001445,歪,h,h-p-s-d-h-s-h-s-h,3,132
001446,研,m,h-p-s-hz-h-h-h-p-s,2,151
001447,砖,t,h-p-s-hz-h-h-h-szp-d,2,151
001448,厘,h,h-p-s-hz-h-h-s-h-h,7,014
001449,厚,s,h-p-s-hz-h-h-hp-sg-h,7,014
001450,砌,t,h-p-s-hz-h-h-st-hzg-p,4,151
001451,砂,j,h-p-s-hz-h-s-p-d-p,2,151
001452,泵,s,h-p-s-hz-h-sg-hp-p-n,3,118
001453,砚,t,h-p-s-hz-h-s-hz-p-swg,2,151
001454,砍,t,h-p-s-hz-h-p-hp-p-n,2,151
001455,面,m,h-p-s-hz-s-s-h-h-h,1,236
001456,耐,h,h-p-s-hzg-s-s-h-sg-d,2,167
001457,耍,j,h-p-s-hzg-s-s-pd-p-h,3,167
001458,牵,t,h-p-d-d-hp-p-h-h-s,5,104
001459,鸥,t,h-p-d-sz-p-hzg-d-szzg-h,2,148
001460,残,j,h-p-hp-d-h-h-xg-p-d,2,087
001461,殃,h,h-p-hp-d-s-hz-h-p-n,2,087
001462,轴,h,h-pz-s-t-s-hz-h-s-h,2,086
001463,轻,m,h-pz-s-t-hp-d-h-s-h,2,086
001464,鸦,t,h-pz-sg-p-p-hzg-d-szzg-h,2,148
001465,皆,m,h-st-p-swg-p-s-hz-h-h,3,134
001466,韭,m,s-h-h-h-s-h-h-h-h,1,235
001467,背,s,s-h-t-p-swg-s-hzg-h-h,3,129
001468,战,j,s-h-s-hz-h-h-xg-p-d,2,093
001469,点,s,s-h-s-hz-h-d-d-d-d,3,084
001470,虐,h,s-h-hp-p-h-swg-h-sz-h,7,171
001471,临,h,s-s-p-h-d-s-hz-s-h,2,001
001472,览,h,s-s-p-h-d-s-hz-p-swg,3,098
001473,竖,m,s-s-hp-n-d-h-d-p-h,3,141
001474,省,j,s-p-d-p-s-hz-h-h-h,3,146
001475,削,j,s-d-p-s-hzg-h-h-s-sg,2,016
001476,尝,m,s-d-p-d-hp-h-h-pz-d,3,075
001477,昧,s,s-hz-h-h-h-h-s-p-n,2,113
001478,盹,h,s-hz-h-h-h-h-sz-s-swg,2,146
001479,是,j,s-hz-h-h-h-s-h-p-n,3,113
001480,盼,s,s-hz-h-h-h-p-n-hzg-p,2,146
001481,眨,j,s-hz-h-h-h-p-d-hp-n,2,146
001482,哇,t,s-hz-h-h-s-h-h-s-h,2,056
001483,哄,m,s-hz-h-h-s-s-h-p-d,2,056
001484,哑,t,s-hz-h-h-s-s-d-p-h,2,056
001485,显,h,s-hz-h-h-s-s-d-p-h,3,113
001486,冒,s,s-hz-h-h-s-hz-h-h-h,3,024
001487,映,h,s-hz-h-h-s-hz-h-p-n,2,113
001488,星,j,s-hz-h-h-p-h-h-s-h,3,113
001489,昨,j,s-hz-h-h-p-h-s-h-h,2,113
001490,咧,h,s-hz-h-h-p-hp-d-s-sg,4,056
001491,昭,h,s-hz-h-h-hzg-p-s-hz-h,2,113
001492,畏,t,s-hz-h-s-h-h-st-p-n,3,155
001493,趴,t,s-hz-h-s-h-s-t-p-n,2,216
001494,胃,t,s-hz-h-s-h-s-hzg-h-h,3,129
001495,贵,m,s-hz-h-s-h-s-hz-p-d,3,082
001496,界,m,s-hz-h-s-h-p-n-p-s,3,155
001497,虹,m,s-hz-h-s-h-d-h-s-h,2,166
001498,虾,s,s-hz-h-s-h-d-h-s-d,2,166
001499,蚁,m,s-hz-h-s-h-d-d-p-n,2,166
001500,思,j,s-hz-h-s-h-d-xg-d-d,3,125
001501,蚂,s,s-hz-h-s-h-d-hz-szzg-h,2,166
001502,虽,j,s-hz-h-s-hz-h-s-h-d,3,166
001503,品,s,s-hz-h-s-hz-h-s-hz-h,13,056
001504,咽,t,s-hz-h-s-hz-h-p-d-h,2,056
001505,骂,s,s-hz-h-s-hz-h-hz-szzg-h,3,057
001506,勋,t,s-hz-h-s-hz-p-d-hzg-p,2,025
001507,哗,s,s-hz-h-p-s-p-swg-h-s,2,056
001508,咱,j,s-hz-h-p-s-hz-h-h-h,2,056
001509,响,s,s-hz-h-p-s-hzg-s-hz-h,2,056
001510,哈,s,s-hz-h-p-n-h-s-hz-h,2,056
001511,哆,h,s-hz-h-p-hp-d-p-hp-d,2,056
001512,咬,h,s-hz-h-d-h-p-d-p-n,2,056
001513,咳,m,s-hz-h-d-h-pz-p-p-d,2,056
001514,咪,s,s-hz-h-d-p-h-s-p-n,2,056
001515,哪,h,s-hz-h-hzg-h-h-p-hpwg-s,4,056
001516,哟,m,s-hz-h-pz-pz-t-p-hzg-d,4,056
001517,炭,h,s-sz-s-h-p-d-p-p-n,3,096
001518,峡,t,s-sz-s-h-d-p-h-p-n,2,062
001519,罚,j,s-hz-s-s-h-d-hzt-s-sg,3,154
001520,贱,m,s-hz-p-d-h-h-xg-p-d,2,082
001521,贴,h,s-hz-p-d-s-h-s-hz-h,2,082
001522,贻,t,s-hz-p-d-pz-d-s-hz-h,2,082
001523,骨,m,s-hz-hz-d-hp-s-hzg-h-h,3,233
001524,幽,t,s-pz-pz-d-pz-pz-d-sz-s,10,077
001525,钙,j,p-h-h-h-st-h-s-h-szzg,2,140
001526,钝,j,p-h-h-h-st-h-sz-s-swg,2,140
001527,钞,j,p-h-h-h-st-s-p-d-p,2,140
001528,钟,j,p-h-h-h-st-s-hz-h-s,2,140
001529,钢,j,p-h-h-h-st-s-hzg-p-d,2,140
001530,钠,j,p-h-h-h-st-s-hzg-p-d,2,140
001531,钥,j,p-h-h-h-st-p-hzg-h-h,2,140
001532,钦,j,p-h-h-h-st-p-hp-p-n,2,140
001533,钧,j,p-h-h-h-st-p-hzg-d-t,2,140
001534,钩,j,p-h-h-h-st-p-hzg-pz-d,2,140
001535,钮,j,p-h-h-h-st-hz-s-h-h,2,140
001536,卸,s,p-h-h-s-h-s-t-hzg-s,2,023
001537,缸,m,p-h-h-s-sz-s-h-s-h,2,169
001538,拜,s,p-h-h-p-h-h-h-h-s,2,116
001539,看,m,p-h-h-p-s-hz-h-h-h,3,146
001540,矩,m,p-h-h-p-d-h-hz-h-sz,2,152
001541,毡,j,p-h-h-swg-s-h-s-hz-h,8,101
001542,氢,j,p-h-h-hzwg-hp-d-h-s-h,6,110
001543,怎,j,p-h-s-h-h-d-xg-d-d,3,125
001544,牲,j,p-h-s-t-p-h-h-s-h,2,105
001545,选,j,p-h-s-h-p-swg-d-hzzp-n,8,043
001546,适,h,p-h-s-s-hz-h-d-hzzp-n,8,043
001547,秒,s,p-h-s-p-d-s-p-d-p,2,139
001548,香,s,p-h-s-p-n-s-hz-h-h,3,239
001549,种,h,p-h-s-p-d-s-hz-h-s,2,139
